Census Year,Subject population,Age group of parent,Sex of parent,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Hauraki,Hauraki District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Hauraki,Hauraki District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Hauraki,Hauraki District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Waikato,Waikato District,Count,2172,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Waikato,Waikato District,Count,420,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Waikato,Waikato District,Count,1749,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Waikato,Waikato District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Waikato,Waikato District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Waikato,Waikato District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Waikato,Waikato District,Count,165,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Waikato,Waikato District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Waikato,Waikato District,Count,156,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Waikato,Waikato District,Percentage,7.5966850828729,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Waikato,Waikato District,Percentage,2.1428571428571,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Waikato,Waikato District,Percentage,8.9193825042882,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Waikato,Waikato District,Count,588,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Waikato,Waikato District,Count,93,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Waikato,Waikato District,Count,492,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Waikato,Waikato District,Percentage,27.0718232044199,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Waikato,Waikato District,Percentage,22.1428571428571,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Waikato,Waikato District,Percentage,28.1303602058319,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Waikato,Waikato District,Count,684,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Waikato,Waikato District,Count,114,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Waikato,Waikato District,Count,567,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Waikato,Waikato District,Percentage,31.4917127071823,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Waikato,Waikato District,Percentage,27.1428571428571,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Waikato,Waikato District,Percentage,32.4185248713551,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Waikato,Waikato District,Count,525,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Waikato,Waikato District,Count,135,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Waikato,Waikato District,Count,393,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Waikato,Waikato District,Percentage,24.171270718232,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Waikato,Waikato District,Percentage,32.1428571428571,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Waikato,Waikato District,Percentage,22.4699828473413,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Waikato,Waikato District,Count,144,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Waikato,Waikato District,Count,42,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Waikato,Waikato District,Count,99,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Waikato,Waikato District,Percentage,6.6298342541436,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Waikato,Waikato District,Percentage,10,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Waikato,Waikato District,Percentage,5.6603773584906,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Waikato,Waikato District,Count,48,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Waikato,Waikato District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Waikato,Waikato District,Count,30,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Waikato,Waikato District,Percentage,2.2099447513812,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Waikato,Waikato District,Percentage,4.2857142857143,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Waikato,Waikato District,Percentage,1.7152658662093,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Waikato,Waikato District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Waikato,Waikato District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Waikato,Waikato District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Waikato,Waikato District,Percentage,0.5524861878453,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Waikato,Waikato District,Percentage,0.7142857142857,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Waikato,Waikato District,Percentage,0.5145797598628,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Waikato,Waikato District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Waikato,Waikato District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Waikato,Waikato District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Waikato,Waikato District,Percentage,0.414364640884,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Waikato,Waikato District,Percentage,0.7142857142857,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Waikato,Waikato District,Percentage,0.3430531732419,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Matamata-Piako,Matamata-Piako District,Count,855,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Matamata-Piako,Matamata-Piako District,Count,165,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Matamata-Piako,Matamata-Piako District,Count,690,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Matamata-Piako,Matamata-Piako District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Matamata-Piako,Matamata-Piako District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Matamata-Piako,Matamata-Piako District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Matamata-Piako,Matamata-Piako District,Count,78,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Matamata-Piako,Matamata-Piako District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Matamata-Piako,Matamata-Piako District,Count,63,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Matamata-Piako,Matamata-Piako District,Percentage,9.1228070175439,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Matamata-Piako,Matamata-Piako District,Percentage,7.2727272727273,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Matamata-Piako,Matamata-Piako District,Percentage,9.1304347826087,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Matamata-Piako,Matamata-Piako District,Count,228,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Matamata-Piako,Matamata-Piako District,Count,27,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Matamata-Piako,Matamata-Piako District,Count,198,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Matamata-Piako,Matamata-Piako District,Percentage,26.6666666666667,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Matamata-Piako,Matamata-Piako District,Percentage,16.3636363636364,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Matamata-Piako,Matamata-Piako District,Percentage,28.695652173913,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Matamata-Piako,Matamata-Piako District,Count,273,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Matamata-Piako,Matamata-Piako District,Count,48,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Matamata-Piako,Matamata-Piako District,Count,225,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Matamata-Piako,Matamata-Piako District,Percentage,31.9298245614035,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Matamata-Piako,Matamata-Piako District,Percentage,29.0909090909091,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Matamata-Piako,Matamata-Piako District,Percentage,32.6086956521739,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Matamata-Piako,Matamata-Piako District,Count,201,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Matamata-Piako,Matamata-Piako District,Count,54,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Matamata-Piako,Matamata-Piako District,Count,150,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Matamata-Piako,Matamata-Piako District,Percentage,23.5087719298246,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Matamata-Piako,Matamata-Piako District,Percentage,32.7272727272727,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Matamata-Piako,Matamata-Piako District,Percentage,21.7391304347826,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Matamata-Piako,Matamata-Piako District,Count,63,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Matamata-Piako,Matamata-Piako District,Count,24,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Matamata-Piako,Matamata-Piako District,Count,39,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Matamata-Piako,Matamata-Piako District,Percentage,7.3684210526316,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Matamata-Piako,Matamata-Piako District,Percentage,14.5454545454545,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Matamata-Piako,Matamata-Piako District,Percentage,5.6521739130435,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Matamata-Piako,Matamata-Piako District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Matamata-Piako,Matamata-Piako District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Matamata-Piako,Matamata-Piako District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Matamata-Piako,Matamata-Piako District,Percentage,1.0526315789474,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Matamata-Piako,Matamata-Piako District,Percentage,1.8181818181818,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Matamata-Piako,Matamata-Piako District,Percentage,1.7391304347826,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Matamata-Piako,Matamata-Piako District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Matamata-Piako,Matamata-Piako District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Matamata-Piako,Matamata-Piako District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Matamata-Piako,Matamata-Piako District,Percentage,0.3508771929825,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Matamata-Piako,Matamata-Piako District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Matamata-Piako,Matamata-Piako District,Percentage,0.4347826086957,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Matamata-Piako,Matamata-Piako District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Matamata-Piako,Matamata-Piako District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Matamata-Piako,Matamata-Piako District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Matamata-Piako,Matamata-Piako District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Matamata-Piako,Matamata-Piako District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Matamata-Piako,Matamata-Piako District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Hamilton,Hamilton City,Count,5712,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Hamilton,Hamilton City,Count,840,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Hamilton,Hamilton City,Count,4872,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Hamilton,Hamilton City,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Hamilton,Hamilton City,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Hamilton,Hamilton City,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Hamilton,Hamilton City,Count,519,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Hamilton,Hamilton City,Count,57,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Hamilton,Hamilton City,Count,462,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Hamilton,Hamilton City,Percentage,9.0861344537815,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Hamilton,Hamilton City,Percentage,6.7857142857143,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Hamilton,Hamilton City,Percentage,9.4827586206897,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Hamilton,Hamilton City,Count,1662,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Hamilton,Hamilton City,Count,174,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Hamilton,Hamilton City,Count,1488,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Hamilton,Hamilton City,Percentage,29.0966386554622,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Hamilton,Hamilton City,Percentage,20.7142857142857,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Hamilton,Hamilton City,Percentage,30.5418719211823,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Hamilton,Hamilton City,Count,1917,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Hamilton,Hamilton City,Count,276,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Hamilton,Hamilton City,Count,1641,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Hamilton,Hamilton City,Percentage,33.5609243697479,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Hamilton,Hamilton City,Percentage,32.8571428571429,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Hamilton,Hamilton City,Percentage,33.6822660098522,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Hamilton,Hamilton City,Count,1281,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Hamilton,Hamilton City,Count,243,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Hamilton,Hamilton City,Count,1041,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Hamilton,Hamilton City,Percentage,22.4264705882353,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Hamilton,Hamilton City,Percentage,28.9285714285714,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Hamilton,Hamilton City,Percentage,21.3669950738916,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Hamilton,Hamilton City,Count,267,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Hamilton,Hamilton City,Count,69,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Hamilton,Hamilton City,Count,195,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Hamilton,Hamilton City,Percentage,4.6743697478992,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Hamilton,Hamilton City,Percentage,8.2142857142857,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Hamilton,Hamilton City,Percentage,4.0024630541872,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Hamilton,Hamilton City,Count,48,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Hamilton,Hamilton City,Count,21,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Hamilton,Hamilton City,Count,30,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Hamilton,Hamilton City,Percentage,0.8403361344538,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Hamilton,Hamilton City,Percentage,2.5,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Hamilton,Hamilton City,Percentage,0.615763546798,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Hamilton,Hamilton City,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Hamilton,Hamilton City,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Hamilton,Hamilton City,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Hamilton,Hamilton City,Percentage,0.2626050420168,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Hamilton,Hamilton City,Percentage,0.3571428571429,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Hamilton,Hamilton City,Percentage,0.307881773399,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Hamilton,Hamilton City,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Hamilton,Hamilton City,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Hamilton,Hamilton City,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Hamilton,Hamilton City,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Hamilton,Hamilton City,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Hamilton,Hamilton City,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Waipā,Waipa District,Count,1347,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Waipā,Waipa District,Count,225,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Waipā,Waipa District,Count,1122,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Waipā,Waipa District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Waipā,Waipa District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Waipā,Waipa District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Waipā,Waipa District,Count,84,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Waipā,Waipa District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Waipā,Waipa District,Count,69,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Waipā,Waipa District,Percentage,6.2360801781737,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Waipā,Waipa District,Percentage,6.6666666666667,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Waipā,Waipa District,Percentage,6.1497326203209,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Waipā,Waipa District,Count,288,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Waipā,Waipa District,Count,30,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Waipā,Waipa District,Count,255,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Waipā,Waipa District,Percentage,21.380846325167,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Waipā,Waipa District,Percentage,13.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Waipā,Waipa District,Percentage,22.7272727272727,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Waipā,Waipa District,Count,438,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Waipā,Waipa District,Count,66,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Waipā,Waipa District,Count,372,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Waipā,Waipa District,Percentage,32.5167037861915,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Waipā,Waipa District,Percentage,29.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Waipā,Waipa District,Percentage,33.1550802139037,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Waipā,Waipa District,Count,429,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Waipā,Waipa District,Count,84,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Waipā,Waipa District,Count,345,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Waipā,Waipa District,Percentage,31.8485523385301,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Waipā,Waipa District,Percentage,37.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Waipā,Waipa District,Percentage,30.7486631016043,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Waipā,Waipa District,Count,87,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Waipā,Waipa District,Count,24,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Waipā,Waipa District,Count,60,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Waipā,Waipa District,Percentage,6.4587973273942,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Waipā,Waipa District,Percentage,10.6666666666667,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Waipā,Waipa District,Percentage,5.3475935828877,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Waipā,Waipa District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Waipā,Waipa District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Waipā,Waipa District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Waipā,Waipa District,Percentage,1.3363028953229,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Waipā,Waipa District,Percentage,1.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Waipā,Waipa District,Percentage,1.3368983957219,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Waipā,Waipa District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Waipā,Waipa District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Waipā,Waipa District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Waipā,Waipa District,Percentage,0.6681514476615,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Waipā,Waipa District,Percentage,1.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Waipā,Waipa District,Percentage,0.2673796791444,percentage,% of sole parent families,
